sample,host,viruses,count_viruses
105976-012-007,prunus,"['Little cherry virus 2', 'American plum line pattern virus', 'Cherry virus A', 'Prune dwarf virus']",4
105976-012-008,prunus,"['Prune dwarf virus', 'Botourmiaviridae sp.', 'Cherry green ring mottle virus']",3
105976-012-009,prunus,"['Little cherry virus 2', 'American plum line pattern virus', 'Cherry virus A', 'Prune dwarf virus']",4
105976-012-010,prunus,"['Cherry virus A', 'Prune dwarf virus', 'American plum line pattern virus', 'Botourmiaviridae sp.', 'Prunus necrotic ringspot virus']",5
105976-012-011,prunus,"['Cherry virus A', 'Prune dwarf virus', 'American plum line pattern virus', 'Botourmiaviridae sp.', 'Prunus necrotic ringspot virus']",5
105976-012-012,prunus,"['Cherry virus A', 'Prune dwarf virus', 'American plum line pattern virus', 'Botourmiaviridae sp.', 'Prunus necrotic ringspot virus']",5
105976-012-013,prunus,"['Cherry virus A', 'Prune dwarf virus', 'American plum line pattern virus', 'Botourmiaviridae sp.', 'Prunus necrotic ringspot virus']",5
105976-012-015,prunus,"['American plum line pattern virus', 'Cherry virus A', 'Prunus necrotic ringspot virus', 'Prune dwarf virus']",4
105976-012-016,prunus,"['American plum line pattern virus', 'Little cherry virus 2', 'Cherry virus A', 'Prune dwarf virus']",4
105976-012-017,prunus,"['Cherry virus A', 'Prune dwarf virus', 'Cherry green ring mottle virus', 'American plum line pattern virus', 'Little cherry virus 2']",5
105976-014-012,helleborus,"['Caulimovirus tessellodahliae', 'Dahlia common mosaic virus']",2
105976-014-013,hibiscus rosa,"['Citrus viroid VI', 'Microviridae sp.', 'Caudoviricetes sp.', 'Betacarmovirus hibisci', 'Microvirus sp.', 'Skunavirus sv56301']",6
105976-014-014,hibiscus rosa,"['Citrus viroid VI', 'Schlumbergera virus X', 'Microviridae sp.', 'Caudoviricetes sp.', 'Betacarmovirus hibisci', 'Microvirus sp.', 'Skunavirus sv56301']",7
105976-014-015,austrocylindropuntia subulata,['Schlumbergera virus X'],1
105976-014-017,dracaena surculosa,"['Caulimovirus tessellodahliae', 'Dioscorea bacilliform virus', 'Dahlia common mosaic virus']",3
105976-014-018,mentha,['Nepovirus nicotianae'],1
105976-014-019,pachypodium,['Dioscorea bacilliform virus'],1
105976-014-020,portulaca,"['Nepovirus nicotianae', 'Skunavirus sv56301', 'Caudoviricetes sp.']",3
105976-015-003,hibiscus rosa sinensis,['Iltovirus gallidalpha1'],1
105976-015-004,ipomaea batatas,"['Badnavirus occultipomeae', 'Sweet potato leaf curl virus', 'Sweet potato badnavirus B']",3
105976-015-005,ipomaea batatas,"['Sweet potato leaf curl virus', 'Iltovirus gallidalpha1', 'Badnavirus occultipomeae', 'Sweet potato badnavirus B']",4
105976-015-006,ipomaea batatas,"['Badnavirus occultipomeae', 'Sweet potato leaf curl virus', 'Sweet potato badnavirus B']",3
105976-015-007,ipomaea batatas,"['Badnavirus occultipomeae', 'Sweet potato leaf curl virus', 'Sweet potato badnavirus B']",3
105976-016-003,solanum lycopersicum,"['Pepino mosaic virus', 'Tomato brown rugose fruit virus']",2
105976-016-004,solanum lycopersicum,['Tomato brown rugose fruit virus'],1
105976-016-005,hibiscus rosa sinensis,['Citrus viroid VI'],1
105976-016-006,hibiscus rosa sinensis,"['Citrus viroid VI', 'Iltovirus gallidalpha1', 'Microvirus sp.']",3
105976-016-007,ipomaea batatas,"['Sweet potato leaf curl virus', 'Sweet potato badnavirus C', 'Sweet potato feathery mottle virus', 'Sweet potato badnavirus A', 'Sweet potato badnavirus B', 'Badnavirus occultipomeae']",6
105976-016-008,ipomaea batatas,"['Sweet potato leaf curl virus', 'Sweet potato badnavirus C', 'Sweet potato feathery mottle virus', 'Sweet potato badnavirus B', 'Badnavirus occultipomeae']",5
105976-016-009,ipomaea batatas,"['Sweet potato leaf curl virus', 'Sweet potato feathery mottle virus', 'Sweet potato badnavirus A', 'Sweet potato badnavirus B', 'Badnavirus occultipomeae']",5
105976-016-010,ipomaea batatas,"['Sweet potato leaf curl virus', 'Microviridae sp.', 'Sweet potato badnavirus C', 'Sweet potato feathery mottle virus', 'Sweet potato badnavirus A', 'Microvirus sp.', 'Badnavirus occultipomeae', 'Sweet potato badnavirus B']",8
105976-016-011,hibiscus rosa sinensis,"['Citrus viroid VI', 'Iltovirus gallidalpha1', 'Microviridae sp.']",3
105976-016-012,solanum lycopersicum,"['Pepino mosaic virus', 'Tomato brown rugose fruit virus']",2
105976-017-004,allium cepa,['Partitiviridae sp.'],1
105976-017-007,capsicum annuum,['Partitiviridae sp.'],1
105976-017-008,calibrachoa,"['Petuvirus venapetuniae', 'Qingdao RNA virus 3']",2
105976-017-009,calibrachoa,"['Petuvirus venapetuniae', 'Qingdao RNA virus 3']",2
105976-017-010,calibrachoa,"['Petuvirus venapetuniae', 'Duamitovirus peex1']",2
105976-017-011,petunia,"['Petuvirus venapetuniae', 'Duamitovirus peex1']",2
105976-019-002,solanum lycopersicum,['Tomato brown rugose fruit virus'],1
105976-019-003,solanum lycopersicum,['Tomato brown rugose fruit virus'],1
105976-019-004,solanum lycopersicum,"['Fabavirus alphaviciae', 'Amalgavirus lycopersici', 'Duamitovirus dapi1', 'Bacopa chlorosis virus', 'Carlavirus PapMaV', 'Alternanthera mosaic virus', 'Tomato brown rugose fruit virus']",7
105976-019-005,capsicum,"['Petuvirus venapetuniae', 'Tomato brown rugose fruit virus']",2
105976-019-006,solanum lycopersicum,"['Fabavirus alphaviciae', 'Amalgavirus lycopersici', 'Duamitovirus dapi1', 'Bacopa chlorosis virus', 'Carlavirus PapMaV', 'Alternanthera mosaic virus', 'Tomato brown rugose fruit virus']",7
105976-019-007,chrysanthemum,"['Petuvirus venapetuniae', 'Tomato brown rugose fruit virus']",2
105976-024-003,ipomaea batatas,['Microvirus sp.'],1
105976-024-005,echinacea purpurea,"['Erysiphe necator associated ourmia-like virus 16', 'Erysiphe necator associated flexivirus 2', 'Microvirus sp.']",3
105976-024-006,rubus,['Erysiphe necator associated flexivirus 2'],1
105976-024-007,rubus,['Erysiphe necator associated ourmia-like virus 16'],1
105976-026-003,betaceum,['Iltovirus gallidalpha1'],1
105976-026-005,capsicum,"['Sequivirus pastinacae', 'Iltovirus gallidalpha1', 'Carrot Ch virus 2', 'Dill cryptic virus 2']",4
105976-026-006,pastinaca sativa,"['Sequivirus pastinacae', 'Iltovirus gallidalpha1', 'Carrot Ch virus 2', 'Dill cryptic virus 2']",4
105976-027-002,capsicum annuum,"['Pepper huasteco yellow vein virus', 'Petuvirus venapetuniae']",2
105976-027-003,solanum macrocarpon,['Petuvirus venapetuniae'],1
105976-027-004,capsicum annuum,['Pepper huasteco yellow vein virus'],1
105976-029-002,solanum lycopersicum,"['Pepino mosaic virus', 'Tomato brown rugose fruit virus']",2
105976-029-003,solanum lycopersicum,"['Pepino mosaic virus', 'Tomato brown rugose fruit virus']",2
105976-029-005,solanum betaceum,"['Torradovirus marchitezum', 'Apple chlorotic leaf spot virus', 'Physalis torrado virus', 'Asian prunus virus 1', 'Grapevine virus T', 'Tomato chocolate spot virus', 'Torradovirus lycopersici', 'Grapevine rupestris stem pitting-associated virus']",8
105976-029-006,solanum betaceum,"['Torradovirus marchitezum', 'Apple chlorotic leaf spot virus', 'Physalis torrado virus', 'Asian prunus virus 1', 'Grapevine virus T', 'Tomato chocolate spot virus', 'Torradovirus lycopersici', 'Grapevine rupestris stem pitting-associated virus']",8
105976-032-002,unknown,"['Nepovirus nicotianae', 'Solendovirus venaipomeae', 'Nepovirus lycopersici']",3
105976-032-003,unknown,"['Nepovirus nicotianae', 'Orthotospovirus capsiciflavi', 'Red clover bacilliform virus', 'Petuvirus venapetuniae']",4
105976-032-004,unknown,"['Petuvirus venapetuniae', 'Solendovirus venaipomeae']",2
105976-032-005,unknown,"['Petuvirus venapetuniae', 'Orthotospovirus capsiciflavi', 'Nepovirus lycopersici']",3
105976-032-006,unknown,"['Petuvirus venapetuniae', 'Orthotospovirus capsiciflavi', 'Red clover bacilliform virus']",3
105976-035-005,cucumis sativus,['Caudoviricetes sp.'],1
105976-035-008,physalis peruviana,"['Nepovirus nicotianae', 'Physalis vein necrosis virus', 'Caudoviricetes sp.']",3
105976-035-009,physalis peruviana,"['Nepovirus nicotianae', 'Physalis vein necrosis virus']",2
105976-036-001,unknown,['Iltovirus gallidalpha1'],1
105976-036-002,unknown,['Iltovirus gallidalpha1'],1
105976-036-004,unknown,['Iltovirus gallidalpha1'],1
105976-036-007,unknown,['Iltovirus gallidalpha1'],1
105976-036-008,unknown,['Iltovirus gallidalpha1'],1
105976-038-003,calibrachoa,['Duamitovirus peex1'],1
105976-038-004,petunia,['Duamitovirus peex1'],1
105976-044-002,unknown,"['Pea enation mosaic virus 1', 'Umbravirus pisi']",2
105976-044-003,unknown,['Oak alphacytorhabdovirus 1'],1
105976-044-004,unknown,['Oak alphacytorhabdovirus 1'],1
105976-044-008,unknown,"['Pea enation mosaic virus 1', 'Umbravirus pisi']",2
105976-047-002,hibiscus syriacus,"['Citrus viroid VI', 'Betanecrovirus nicotianae']",2
105976-047-003,hibiscus syriacus,"['Citrus viroid VI', 'Cowpea mild mottle virus', 'Tobacco albetovirus 3', 'Betanecrovirus nicotianae']",4
105976-047-004,hibiscus syriacus,['Iltovirus gallidalpha1'],1
105976-047-005,hibiscus syriacus,"['Citrus viroid VI', 'Cowpea mild mottle virus', 'Iltovirus gallidalpha1', 'Tobacco albetovirus 3']",4
105976-052-003,solanum lycopersicum,"['Amalgavirus lycopersici', 'Pepino mosaic virus', 'Tomato brown rugose fruit virus']",3
105976-052-004,solanum lycopersicum,"['Tomato mosaic virus', 'Maenadvirus P1', 'Douglaswolinvirus B2', 'Lenusvirus lenus', 'Harbinvirus semele', 'Harbinvirus bacchae', 'Heilongjiangvirus Lb', 'Tybeckvirus SAC12B', 'Watanabevirus wv3521', 'Elpedvirus LpeD', 'Salchichonvirus LP65', 'Harbinvirus Lpa804', 'Lenusvirus nyseid', 'Lenusvirus SAC12', 'Alternanthera mosaic virus', 'Geotrichum candidum totivirus 3a', 'Tomato brown rugose fruit virus', 'Maenadvirus satyr', 'Tybeckvirus tv521B', 'Geotrichum candidum totivirus 4', 'Geotrichum candidum totivirus 1', 'Harbinvirus bromius', 'Caudoviricetes sp.', 'Hopescreekvirus LfeInf', 'Totiviridae sp.', 'Maenadvirus maenad', 'Geotrichum candidum totivirus 2', 'Pichia membranifaciens virus L-A']",28
105976-052-005,solanum lycopersicum,"['Tomato mosaic virus', 'Maenadvirus P1', 'Douglaswolinvirus B2', 'Lenusvirus lenus', 'Harbinvirus semele', 'Harbinvirus bacchae', 'Heilongjiangvirus Lb', 'Tybeckvirus SAC12B', 'Watanabevirus wv3521', 'Harbinvirus Lpa804', 'Elpedvirus LpeD', 'Salchichonvirus LP65', 'Solendovirus venanicotianae', 'Lenusvirus nyseid', 'Lenusvirus SAC12', 'Alternanthera mosaic virus', 'Geotrichum candidum totivirus 3a', 'Tomato brown rugose fruit virus', 'Maenadvirus satyr', 'Amalgavirus lycopersici', 'Tybeckvirus tv521B', 'Geotrichum candidum totivirus 1', 'Geotrichum candidum totivirus 4', 'Harbinvirus bromius', 'Caudoviricetes sp.', 'Hopescreekvirus LfeInf', 'Totiviridae sp.', 'Maenadvirus maenad', 'Geotrichum candidum totivirus 2', 'Pichia membranifaciens virus L-A', 'Pepino mosaic virus']",31
105976-052-006,solanum lycopersicum,"['Solendovirus venanicotianae', 'Pepino mosaic virus', 'Alternanthera mosaic virus', 'Tomato brown rugose fruit virus']",4
105976-052-007,solanum lycopersicum,"['Pepino mosaic virus', 'Tomato brown rugose fruit virus']",2
105976-052-010,solanum lycopersicum,"['Amalgavirus lycopersici', 'Solendovirus venanicotianae', 'Pepino mosaic virus']",3
105976-053-002,solanum lycopersicum,"['Potexvirus alternantherae', 'Narnaviridae sp.', 'Tomato mosaic virus', 'Luoyang Totiv tick virus 2', 'Flyfo myovirus Tbat2_7', 'Luoyang Totiv tick virus 3', 'Maenadvirus P1', 'Rhizoctonia solani mitovirus 95', 'Rhizoctonia solani mitovirus 42', 'Leviviridae sp.', 'Iltovirus gallidalpha1', 'Tomato mottle mosaic virus', 'Douglaswolinvirus B2', 'Fabavirus alphaviciae', 'Lenusvirus lenus', 'Harbinvirus semele', 'Harbinvirus bacchae', 'Heilongjiangvirus Lb', 'Tybeckvirus SAC12B', 'Salchichonvirus LP65', 'Harbinvirus Lpa804', 'Solendovirus venanicotianae', 'Watanabevirus wv3521', 'Elpedvirus LpeD', 'Lenusvirus nyseid', 'Bacopa chlorosis virus', 'Lenusvirus SAC12', 'Beet western yellows virus', 'Geotrichum candidum totivirus 3a', 'Novo Mesto dicistrovirus 2', 'Tomato brown rugose fruit virus', 'Dicistroviridae sp.', 'Maenadvirus satyr', 'Tybeckvirus tv521B', 'Geotrichum candidum totivirus 3b', 'Geotrichum candidum totivirus 1', 'Geotrichum candidum totivirus 4', 'Harbinvirus bromius', 'Riboviria sp.', 'Xian Totiv tick virus 2', 'Caudoviricetes sp.', 'Hopescreekvirus LfeInf', 'Totiviridae sp.', 'Geotrichum candidum totivirus 2', 'Pichia membranifaciens virus L-A', 'Harbinvirus iacchus', 'Duamitovirus dapi1', 'Pepino mosaic virus', 'Potato leafroll virus']",49
105976-053-003,solanum lycopersicum,"['Potexvirus alternantherae', 'Tobacco mosaic virus', 'Tomato mosaic virus', 'Dahlia latent viroid', 'Tomato chlorosis virus', 'Rhizoctonia solani mitovirus 95', 'Botourmiaviridae sp.', 'Iltovirus gallidalpha1', 'Tomato mottle mosaic virus', 'Saccharomyces cerevisiae YJM1199 virus N1199', 'Douglaswolinvirus B2', 'Fabavirus alphaviciae', 'Lenusvirus lenus', 'Alfamovirus AMV', 'Watanabevirus wv3521', 'Salchichonvirus LP65', 'Elpedvirus LpeD', 'Bacopa chlorosis virus', 'Lenusvirus SAC12', 'Tomato brown rugose fruit virus', 'Cucumber mosaic virus', 'Verbena latent virus', 'Saccharomyces cerevisiae virus L-A', 'Saccharomyces uvarum virus L-A-10560', 'Geotrichum candidum totivirus 3b', 'Geotrichum candidum totivirus 4', 'Geotrichum candidum totivirus 1', 'Tybeckvirus tv521B', 'Caudoviricetes sp.', 'Totiviridae sp.', 'Geotrichum candidum totivirus 2', 'Pichia membranifaciens virus L-A', 'Duamitovirus dapi1', 'Potato leafroll virus']",34
105976-053-004,solanum lycopersicum,"['Potexvirus alternantherae', 'StochSRVP_7 martelli-like virus', 'Tobacco mosaic virus', 'Tomato mosaic virus', 'Luoyang Totiv tick virus 3', 'Tomato mottle mosaic virus', 'Saccharomyces cerevisiae YJM1199 virus N1199', 'Fabavirus alphaviciae', 'Watanabevirus wv3521', 'Bacopa chlorosis virus', 'Tomato brown rugose fruit virus', 'Geotrichum candidum totivirus 3b', 'Riboviria sp.', 'Caudoviricetes sp.', 'Hopescreekvirus LfeInf', 'Totiviridae sp.', 'Geotrichum candidum totivirus 2', 'Pichia membranifaciens virus L-A', 'Duamitovirus dapi1', 'Potato leafroll virus']",20
105976-053-005,solanum lycopersicum,"['Potexvirus alternantherae', 'Tomato mosaic virus', 'Flyfo myovirus Tbat2_7', 'Maenadvirus P1', 'Rhizoctonia solani mitovirus 75', 'Rhizoctonia solani mitovirus 42', 'Leviviridae sp.', 'Iltovirus gallidalpha1', 'Tomato mottle mosaic virus', 'Douglaswolinvirus B2', 'Harbinvirus bacchae', 'Harbinvirus semele', 'Lenusvirus lenus', 'Fabavirus alphaviciae', 'Tybeckvirus SAC12B', 'Watanabevirus wv3521', 'Salchichonvirus LP65', 'Elpedvirus LpeD', 'Harbinvirus Lpa804', 'Heilongjiangvirus Lb', 'Lenusvirus nyseid', 'Bacopa chlorosis virus', 'Lenusvirus SAC12', 'Tomato brown rugose fruit virus', 'Geotrichum candidum totivirus 3a', 'Novo Mesto dicistrovirus 2', 'Verbena latent virus', 'Dicistroviridae sp.', 'Maenadvirus satyr', 'Tybeckvirus tv521B', 'Geotrichum candidum totivirus 3b', 'Geotrichum candidum totivirus 4', 'Geotrichum candidum totivirus 1', 'Harbinvirus bromius', 'Caudoviricetes sp.', 'Hopescreekvirus LfeInf', 'Totiviridae sp.', 'Harbinvirus iacchus', 'Geotrichum candidum totivirus 2', 'Pichia membranifaciens virus L-A', 'Duamitovirus dapi1', 'Potato leafroll virus']",42
105976-053-006,solanum lycopersicum,"['Potexvirus alternantherae', 'Narnaviridae sp.', 'StochSRVP_7 martelli-like virus', 'Tobacco mosaic virus', 'Tomato mosaic virus', 'Luoyang Totiv tick virus 3', 'Dahlia latent viroid', 'Rhizoctonia solani mitovirus 75', 'Iltovirus gallidalpha1', 'Tomato mottle mosaic virus', 'Saccharomyces cerevisiae YJM1199 virus N1199', 'Fabavirus alphaviciae', 'Alfamovirus AMV', 'Watanabevirus wv3521', 'Salchichonvirus LP65', 'Elpedvirus LpeD', 'Xian Totiv tick virus 3', 'Bacopa chlorosis virus', 'Beet western yellows virus', 'Tomato brown rugose fruit virus', 'Verbena latent virus', 'Geotrichum candidum totivirus 3b', 'Geotrichum candidum totivirus 4', 'Geotrichum candidum totivirus 1', 'Caudoviricetes sp.', 'Hopescreekvirus LfeInf', 'Totiviridae sp.', 'Geotrichum candidum totivirus 2', 'Pichia membranifaciens virus L-A', 'Duamitovirus dapi1', 'Potato leafroll virus']",31
105976-053-007,solanum lycopersicum,"['Potexvirus alternantherae', 'Narnaviridae sp.', 'Tobacco mosaic virus', 'Tomato mosaic virus', 'Luoyang Totiv tick virus 3', 'Tomato chlorosis virus', 'Iltovirus gallidalpha1', 'Saccharomyces cerevisiae YJM1199 virus N1199', 'Tomato mottle mosaic virus', 'Watanabevirus wv3521', 'Salchichonvirus LP65', 'Xian Totiv tick virus 3', 'Bacopa chlorosis virus', 'Saccharomyces cerevisiae virus LBCLa', 'Geotrichum candidum totivirus 3a', 'Tomato brown rugose fruit virus', 'Geotrichum candidum totivirus 3b', 'Geotrichum candidum totivirus 4', 'Geotrichum candidum totivirus 1', 'Xian Totiv tick virus 2', 'Caudoviricetes sp.', 'Hopescreekvirus LfeInf', 'Totiviridae sp.', 'Geotrichum candidum totivirus 2', 'Pichia membranifaciens virus L-A', 'Potato leafroll virus']",26
105976-053-008,solanum lycopersicum,"['Potexvirus alternantherae', 'Narnaviridae sp.', 'Tobacco mosaic virus', 'StochSRVP_7 martelli-like virus', 'Tomato mosaic virus', 'Luoyang Totiv tick virus 3', 'Dahlia latent viroid', 'Botourmiaviridae sp.', 'Tomato mottle mosaic virus', 'Saccharomyces cerevisiae YJM1199 virus N1199', 'Fabavirus alphaviciae', 'Heilongjiangvirus Lb', 'Watanabevirus wv3521', 'Alfamovirus AMV', 'Bacopa chlorosis virus', 'Beet western yellows virus', 'Geotrichum candidum totivirus 3a', 'Tomato brown rugose fruit virus', 'Verbena latent virus', 'Saccharomyces cerevisiae virus L-A', 'Geotrichum candidum totivirus 1', 'Riboviria sp.', 'Caudoviricetes sp.', 'Hopescreekvirus LfeInf', 'Totiviridae sp.', 'Geotrichum candidum totivirus 2', 'Pichia membranifaciens virus L-A', 'Duamitovirus dapi1', 'Potato leafroll virus']",29
105976-053-009,solanum lycopersicum,"['Potexvirus alternantherae', 'Tobacco mosaic virus', 'Tomato mosaic virus', 'Luoyang Totiv tick virus 2', 'Dahlia latent viroid', 'Leviviridae sp.', 'Saccharomyces cerevisiae YJM1199 virus N1199', 'Tomato mottle mosaic virus', 'Fabavirus alphaviciae', 'Watanabevirus wv3521', 'Bacopa chlorosis virus', 'Saccharomyces cerevisiae virus LBCLa', 'Tomato brown rugose fruit virus', 'Verbena latent virus', 'Emaravirus idaeobati', 'Saccharomyces uvarum virus L-A-10560', 'Downy mildew lesion associated splipalmivirus 20', 'Geotrichum candidum totivirus 4', 'Geotrichum candidum totivirus 1', 'Geotrichum candidum totivirus 3b', 'Xian Totiv tick virus 2', 'Caudoviricetes sp.', 'Hopescreekvirus LfeInf', 'Totiviridae sp.', 'Geotrichum candidum totivirus 2', 'Duamitovirus dapi1', 'Potato leafroll virus']",27
105976-053-010,unknown,"['Potexvirus alternantherae', 'Fabavirus alphaviciae', 'Verbena latent virus', 'Solendovirus venanicotianae', 'Pepino mosaic virus', 'Bacopa chlorosis virus', 'Tomato brown rugose fruit virus']",7
105976-053-011,solanum lycopersicum,"['Potexvirus alternantherae', 'Pepino mosaic virus', 'Tymovirales sp.', 'Tomato brown rugose fruit virus']",4
105976-053-012,solanum lycopersicum,"['Potexvirus alternantherae', 'Iltovirus gallidalpha1', 'Pepino mosaic virus', 'Tomato brown rugose fruit virus']",4
105976-053-013,cucurbita pepo,['Cucumber mosaic virus'],1
105976-053-014,solanum lycopersicum,"['Tymovirales sp.', 'Botourmiaviridae sp.', 'Pepino mosaic virus']",3
105976-053-015,pittosporum,"['Narnaviridae sp.', 'Botourmiaviridae sp.']",2
105976-053-016,vaccinium,"['Riboviria sp.', 'Plasmopara viticola lesion associated narnavirus 33', 'Gammaflexivirus PaGFV-1', 'Tonghua Narna tick virus 1', 'Aspergillus creber narnavirus 1', 'Cladosporium cladosporioides negative-stranded RNA virus 2', 'Downy mildew lesion associated splipalmivirus 20', 'Erysiphe necator associated abispo virus 1', 'Blueberry virus L']",9
105976-053-017,rubus,"['Riboviria sp.', 'Plasmopara viticola lesion associated narnavirus 33', 'Emaravirus idaeobati', 'Gammaflexivirus PaGFV-1', 'Tonghua Narna tick virus 1', 'Aspergillus creber narnavirus 1', 'Cladosporium cladosporioides negative-stranded RNA virus 2', 'Iltovirus gallidalpha1', 'Erysiphe necator associated abispo virus 1', 'Blueberry virus L']",10
105976-054-002,ipomaea batatas,"['Badnavirus occultipomeae', 'Sweet potato badnavirus B']",2
105976-054-003,ipomaea batatas,"['Badnavirus occultipomeae', 'Sweet potato badnavirus B']",2
105976-054-004,ipomaea batatas,"['Badnavirus occultipomeae', 'Sweet potato badnavirus B']",2
105976-055-002,hibiscus rosa sinensis,['Iltovirus gallidalpha1'],1
105976-055-004,cucumis sativus,['Iltovirus gallidalpha1'],1
105976-057-003,malus,"['uncultured virus', 'Microviridae sp.', 'Caudoviricetes sp.', 'Microvirus sp.']",4
105976-057-004,prunus,"['Riboviria sp.', 'Picornavirales sp.', 'Lasius neglectus picorna-like virus 10', 'Jingmen bat dicistrovirus 1', 'Caudoviricetes sp.', 'Prune dwarf virus', 'Lasius neglectus picorna-like virus 8', 'Wei-like virus sp.', 'Beihai horseshoe crab virus 1', 'Varroa destructor virus 9', 'Hangzhou dicistrovirus 3']",11
105976-057-005,prunus,"['Riboviria sp.', 'Lasius neglectus picorna-like virus 10', 'Prune dwarf virus', 'Ilarvirus APLPV', 'Microvirus sp.']",5
105976-057-006,prunus serrulata,"['Picornavirales sp.', 'Riboviria sp.', 'Jingmen bat dicistrovirus 1', 'Microviridae sp.', 'Caudoviricetes sp.', 'Prune dwarf virus', 'Lasius neglectus picorna-like virus 8', 'Wei-like virus sp.', 'Beihai horseshoe crab virus 1', 'Microvirus sp.', 'Varroa destructor virus 9', 'Ilarvirus APLPV', 'Hangzhou dicistrovirus 3', 'uncultured virus']",14
105976-058-002,quercus robur,"['Moniliophthora roreri-associated narnavirus 1', 'Pea associated mitovirus 2', 'Epicoccum botoulivirus', 'Partitiviridae sp.']",4
105976-058-003,fagus sylvatica,"['Hubei tombus-like virus 3', 'Solanum nigrum ilarvirus 1']",2
105976-058-004,prunus serotina,['Sopafab virus'],1
105976-058-005,prunus avium,"['Soybean thrips tombus-like virus 6', 'Sopafab virus', 'Wuhan house centipede virus 3', 'Orthodiscovirus coniellae']",4
105976-058-006,sorbus aucuparia,"['Picornavirales sp.', 'Riboviria sp.', 'Sopafab virus', 'Soybean thrips tombus-like virus 6', 'Partitiviridae sp.', 'Leptosphaeria biglobosa deltaflexivirus 2']",6
105976-058-007,quercus rubra,"['Riboviria sp.', 'Pear alphapartitivirus', 'Tombusviridae sp.', 'Hubei tombus-like virus 3', 'Partitiviridae sp.']",5
105976-058-008,acer campestre,"['Wuhivirus insecti', 'Mitovirus sp.', 'Partitiviridae sp.']",3
105976-058-009,corylus avellana,"['Picornavirales sp.', 'Mitovirus sp.', 'Wuhan house centipede virus 3', 'Iltovirus gallidalpha1', 'Erysiphe necator associated flexivirus 1']",5
105976-058-010,fagus sylvatica,"['signal crayfish associated tombus-like virus 3', 'Chronazork virus', 'Actinidia yellowing virus 2', 'Tombusviridae sp.', 'Hubei tombus-like virus 3', 'signal crayfish associated tombus-like virus 4', 'Erysiphe necator associated tombus-like virus 7']",7
105976-058-011,crataegus monogyna,"['Iltovirus gallidalpha1', 'Sopafab virus', 'Erysiphe necator associated totivirus 8']",3
105976-058-012,corylus avellana,"['Sopafab virus', 'Chronazork virus', 'Tombusviridae sp.']",3
105976-058-013,ilex aquifolia,"['Iltovirus gallidalpha1', 'Pear alphapartitivirus', 'Partitiviridae sp.']",3
105976-058-014,alnus glutinosa,['Mitoviridae sp.'],1
105976-058-015,carpinus betulus,"['Picornavirales sp.', 'Pea associated mitovirus 2', 'Plasmopara viticola lesion associated poty-like virus 1', 'Erysiphe necator associated flexivirus 1', 'Erysiphe necator associated tombus-like virus 3', 'Unuamitovirus crri4', 'Riboviria sp.', 'signal crayfish associated tombus-like virus 3', 'Chronazork virus', 'Botourmiaviridae sp.', 'Hubei tombus-like virus 3', 'Downy mildew lesion associated splipalmivirus 1', 'signal crayfish associated tombus-like virus 4', 'Erysiphe necator associated tombus-like virus 7']",14
105976-058-016,populus,['Mitoviridae sp.'],1
105976-058-017,acer pseudo,"['Moniliophthora roreri-associated narnavirus 1', 'Erysiphe necator associated tombus-like virus 3', 'Erysiphales associated mitovirus 1', 'Apple virus E', 'Grapevine alphapartitivirus', 'Unuamitovirus crri4', 'Riboviria sp.', 'Wuhivirus insecti', 'Mbeech associated botourmia-like virus 35', 'Grapevine partitivirus', 'Grapevine cryptic virus']",11
105976-058-018,unknown,"['Moniliophthora roreri-associated narnavirus 1', 'Grapevine alphapartitivirus', 'Plasmopara viticola lesion associated poty-like virus 1', 'Apple virus E', 'Erysiphe necator associated totivirus 8', 'Actinidia yellowing virus 2', 'Botourmiaviridae sp.', 'Mbeech associated botourmia-like virus 35', 'Sjack associated botourmia-like virus 29', 'Xiaogan mito-like virus 1', 'Grapevine partitivirus', 'Grapevine cryptic virus']",12
105976-058-019,unknown,"['Picornavirales sp.', 'Riboviria sp.', 'Unuamitovirus crri4', 'Apple virus E', 'Epicoccum botoulivirus', 'signal crayfish associated tombus-like virus 3', 'Actinidia yellowing virus 2', 'Botourmiaviridae sp.', 'Mbeech associated botourmia-like virus 35', 'Tombusviridae sp.', 'Sjack associated botourmia-like virus 29', 'Xiaogan mito-like virus 1', 'Downy mildew lesion associated splipalmivirus 1', 'signal crayfish associated tombus-like virus 4', 'Leptosphaeria biglobosa deltaflexivirus 2', 'Orthodiscovirus coniellae']",16
105976-058-020,unknown,"['Picornavirales sp.', 'Erysiphales associated mitovirus 1', 'Sopafab virus']",3
105976-058-021,unknown,"['Picornavirales sp.', 'Mitovirus sp.', 'Solanum nigrum ilarvirus 1', 'Riboviria sp.']",4
105976-066-002,ficus,"['Grapevine rupestris vein feathering virus', 'Grapevine Red Globe virus']",2
105976-066-003,prunus,"['Grapevine rupestris vein feathering virus', 'Grapevine Red Globe virus']",2
105976-067-003,snsv pt ilar,"['Iltovirus gallidalpha1', 'Caudoviricetes sp.']",2
